"educ_yrs","age","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
2,18,2,1,1,1,3.55,6,1,0,0,0
0,23,3,3,0,1,30.15,8,0,0,0,0
6,30,5,1,0,1,123.06,10,0,0,0,0
5,29,10,5,0,1,98.88,3,0,0,0,0
8,27,10,2,1,1,129.04,11,0,0,0,0
6,17,9,3,0,1,89.91,4,1,1,0,0
5,19,11,3,0,1,40.31,1,1,0,0,0
1,24,5,1,0,1,37.59,12,0,0,0,0
6,32,7,2,1,0,183.76,8,0,0,0,1
0,27,8,1,0,1,35.01,3,1,1,0,0
4,51,3,5,0,0,678.16,4,1,1,1,0
0,43,5,5,1,0,18.38,8,1,0,0,0
5,31,9,1,1,0,111.64,1,1,1,0,0
6,18,9,2,1,0,51.3,2,1,0,0,0
7,19,8,2,0,0,67,5,0,0,0,0
3,26,7,1,0,1,59.76,9,1,0,0,1
7,27,5,4,0,1,87.32,15,1,1,0,0
6,18,4,3,0,1,41.92,4,1,0,0,0
7,31,5,2,1,1,153.6,6,0,0,0,0
0,46,1,3,0,1,29.12,6,1,0,0,0
8,30,5,4,1,1,169.26,2,1,0,1,0
4,51,10,1,0,1,93.54,3,1,1,0,1
7,49,8,2,0,0,96.54,1,1,1,0,0
9,20,1,5,0,0,89.44,10,1,1,1,0
6,32,9,4,1,0,179.47,2,0,0,0,0
4,36,2,2,0,0,204.65,4,1,0,0,0
4,20,5,5,0,1,38.75,4,1,0,0,0
1,19,5,2,0,0,24.85,9,0,1,0,0
4,27,11,1,1,0,80.76,4,0,0,0,0
7,50,10,5,0,0,1008.04,2,0,0,0,1
2,19,2,5,1,0,91.2,4,1,0,1,0
0,36,2,1,1,1,67.83,4,1,0,0,0
1,45,2,5,0,1,188.48,5,0,1,0,0
0,50,5,4,1,1,76.42,1,1,0,0,0
1,23,1,5,1,1,35.18,4,1,0,0,0
9,21,5,4,1,0,115.3,1,1,0,0,0
2,43,6,4,1,1,177.24,7,1,0,1,0
0,18,1,3,0,1,19.15,4,0,0,0,0
2,25,6,2,1,1,27.69,3,0,1,0,0
4,18,7,1,0,1,30.31,5,1,1,1,0
0,33,3,1,1,1,52.29,7,1,0,0,0
6,55,7,1,0,1,1014.33,4,1,0,0,0
12,24,6,4,1,0,209.87,8,1,1,0,0
9,24,10,1,0,0,158.09,10,0,0,1,0
15,33,2,4,0,0,766.92,6,0,0,1,0
1,29,5,3,0,1,58.66,4,1,0,0,0
12,20,1,3,0,0,140.95,5,1,0,0,0
8,26,2,4,0,1,91.02,1,1,1,0,0
0,24,3,3,0,1,2.18,10,0,0,0,0
5,39,7,3,0,0,308.87,5,0,0,0,1
0,25,2,2,1,1,25.8,4,0,0,0,0
3,29,7,2,0,0,97.5,6,1,0,0,0
0,31,4,2,1,0,46.73,8,1,1,0,1
2,21,2,1,1,1,20.9,10,1,1,0,0
1,17,10,3,1,0,48.83,1,0,1,0,0
4,29,2,2,1,1,75.31,5,0,0,0,0
11,19,4,2,0,0,115.63,3,1,0,0,1
0,26,9,5,0,1,39.45,5,1,0,0,0
0,22,2,3,0,1,86.42,3,1,0,0,0
3,36,11,3,0,0,179.61,3,1,0,0,0
7,22,7,5,1,1,56.31,1,0,1,1,0
5,33,10,4,0,0,179.79,4,0,0,0,0
3,33,4,3,0,1,60.46,3,1,1,0,0
2,43,2,5,1,0,9.31,4,1,0,0,0
2,31,10,3,0,1,81.6,13,1,0,0,1
8,25,1,1,0,0,106.57,0,0,1,0,0
0,23,11,5,1,1,17.51,10,1,1,0,0
6,41,7,1,1,1,311.58,11,1,0,0,1
7,20,4,3,0,1,57.32,11,1,0,0,0
2,27,10,3,1,0,16.25,9,1,0,0,0
5,42,10,4,0,0,316.05,2,1,1,0,0
3,18,10,3,0,0,36.27,6,0,0,0,0
1,39,8,5,1,0,134.34,6,1,0,0,0
0,20,2,5,0,1,22.98,5,0,0,0,0
0,36,10,1,0,0,98.58,8,1,1,0,0
0,43,2,1,1,0,65.89,4,0,0,0,0
7,54,1,2,0,0,1364.63,4,0,0,0,0
2,35,8,5,1,1,72.25,5,0,1,0,0
0,22,2,5,1,0,25.23,3,0,0,0,0
2,29,5,4,0,0,85.57,2,0,0,0,0
1,23,2,4,1,1,79.46,4,0,0,0,0
0,20,9,3,1,1,16.44,4,1,0,0,0
0,20,9,1,1,0,21.05,2,0,0,0,0
1,23,11,2,0,0,43.98,2,1,0,0,0
0,55,4,2,0,1,34.98,6,0,1,0,0
1,33,7,2,1,1,62.54,10,1,0,0,0
0,39,4,3,1,1,87.75,2,1,0,0,0
0,18,10,4,1,1,11.12,3,1,1,0,0
0,41,4,2,1,1,104.03,7,1,0,0,0
0,28,5,5,0,1,47.12,1,0,0,0,0
6,30,4,1,1,0,150.6,4,0,0,0,0
3,29,4,2,1,1,30.65,6,1,1,0,0
6,25,1,1,0,0,101.09,3,0,0,0,0
2,29,12,3,1,1,42.76,6,0,1,0,0
3,25,10,4,1,1,44.14,5,1,0,0,0
8,23,9,3,1,0,118.26,8,1,0,0,1
4,29,12,3,0,1,70.46,10,0,1,0,0
4,39,5,4,1,1,183.76,3,1,0,0,1
2,27,11,3,0,0,87.05,2,1,1,0,0
3,24,4,4,1,1,33.55,4,0,1,0,1
1,37,1,1,1,1,71.79,5,0,1,0,0
2,21,6,2,1,0,26.76,5,0,1,0,0
3,29,9,4,0,1,76.16,13,1,0,0,0
8,23,9,1,1,0,116.2,7,1,0,1,0
0,32,1,1,1,1,47.92,4,1,0,0,0
0,27,10,5,1,0,39.48,11,0,0,0,0
1,38,3,1,1,1,96.91,11,1,0,1,0
0,43,7,4,1,1,7.93,3,0,1,1,0
8,20,4,5,1,1,94.73,5,0,0,0,0
5,23,5,5,0,1,66.96,2,1,0,1,0
0,23,2,5,0,1,30.15,1,1,0,0,0
8,23,4,4,0,0,126.82,2,0,0,1,0
3,30,7,3,1,0,73.2,5,0,1,0,1
1,56,9,3,1,1,348.89,3,1,1,0,0
3,39,8,4,1,1,90.9,8,0,0,1,0
3,29,12,3,0,1,61.84,1,1,1,0,0
0,32,12,1,1,0,21.11,7,0,0,0,0
0,22,5,1,0,1,27.55,11,1,0,0,0
6,33,1,3,1,0,8.26,6,1,0,0,0
11,19,12,2,0,1,73.34,3,1,1,0,1
11,47,11,4,0,1,62.27,0,0,0,1,0
0,27,8,2,1,0,39.48,5,0,0,0,0
8,36,2,5,0,1,54.63,4,1,1,0,0
6,25,6,5,1,0,96.64,8,0,0,0,0
0,24,6,2,1,1,12.96,2,0,0,1,0
2,32,12,4,0,1,70.64,11,0,1,0,0
6,25,1,5,0,1,80.85,6,0,0,0,1
9,26,11,2,1,0,180.73,13,0,0,0,0
12,18,7,3,0,1,86.13,2,1,1,1,0
3,43,2,1,1,1,211.96,1,1,0,1,0
5,32,12,5,0,1,107,2,1,1,0,1
0,52,1,1,1,0,332.61,4,1,0,0,0
6,27,4,5,0,0,98.1,5,0,1,0,0
0,21,8,1,1,1,18,8,1,0,0,0
0,34,7,3,1,1,84.04,4,1,0,0,0
4,19,9,4,1,1,31.43,4,1,0,0,1
7,22,1,3,0,1,61.21,4,0,0,0,0
0,42,12,1,1,0,144.94,5,0,0,0,0
6,28,8,1,1,1,80.06,3,0,1,0,0
4,25,11,1,0,0,63.22,5,0,1,0,0
9,45,4,2,0,0,685.64,1,1,1,0,0
2,24,11,4,0,1,42.16,5,1,0,0,0
5,39,12,2,0,1,235.65,5,1,0,0,0
8,24,11,2,0,1,108.38,1,0,0,1,0
7,17,1,2,0,1,43.58,13,0,0,0,0
0,41,10,2,1,1,104.65,5,1,0,1,0
3,20,3,5,1,1,23.38,12,1,1,0,1
9,17,9,4,1,0,10.81,8,1,0,1,0
3,29,8,5,1,1,51.13,3,1,1,0,0
0,27,9,3,0,1,35.01,5,1,1,0,0
1,54,5,5,0,1,46.81,3,1,1,0,0
1,23,8,5,1,1,21.44,8,0,1,0,1
15,26,4,1,0,0,357.9,10,1,0,0,0
6,18,12,1,1,0,51.3,2,1,0,0,0
10,20,9,1,1,0,125.93,3,0,0,0,0
4,21,11,3,0,1,42.43,10,1,0,0,0
5,37,4,5,0,1,161.21,1,1,1,0,0
1,38,11,4,1,1,78.22,1,0,1,0,0
2,21,2,2,0,1,16.12,7,1,0,0,0
0,31,12,5,0,1,49.84,12,0,1,0,0
1,27,6,1,1,0,47.22,2,1,0,0,0
4,44,10,2,1,1,36.72,2,0,1,1,0
0,33,11,4,1,1,27.73,3,1,0,1,0
2,42,11,3,0,0,304.19,1,0,0,1,0
0,21,4,5,1,1,18.11,1,1,0,1,0
2,22,2,4,1,1,28.18,5,1,0,0,0
3,33,3,4,1,0,114.5,5,0,0,0,0
9,40,3,5,0,0,567.01,4,0,0,0,1
9,21,5,3,0,1,85.16,7,1,0,0,1
4,45,12,5,1,1,241.98,0,0,1,0,0
12,29,3,3,0,0,323.23,7,1,0,0,1
6,32,3,2,1,0,145.73,2,1,1,0,0
7,18,6,5,1,0,45.03,10,1,1,1,0
1,39,6,2,0,0,178.96,11,1,0,0,0
3,27,9,5,0,1,71.41,7,0,1,0,0
0,30,10,2,1,0,51.48,2,1,0,0,0
0,24,9,2,1,0,30.2,8,1,0,0,0
4,24,2,4,1,0,29.14,11,0,0,0,0
4,59,8,5,0,0,1378.22,2,0,0,0,0
0,30,7,3,0,1,56.22,4,1,0,0,0
7,19,3,1,1,0,33.85,5,0,0,0,0
6,27,10,5,1,1,73.7,2,1,1,1,0
7,20,12,1,0,1,57.32,1,1,0,0,0
0,24,11,2,1,1,21.74,1,0,1,0,0
0,39,7,5,1,1,75.97,0,0,1,0,0
5,17,4,5,1,0,31.97,2,1,1,1,0
0,21,2,5,1,1,89.33,5,1,0,0,0
6,47,2,4,1,0,535.92,5,0,1,0,1
6,32,1,4,1,1,51.6,9,0,0,0,0
6,28,6,2,1,1,80.06,8,0,1,0,0
4,47,6,4,0,1,405.7,2,0,0,0,0
0,45,9,2,1,1,118.31,2,0,1,0,0
6,20,10,2,1,0,49.99,9,1,1,0,0
1,22,1,5,1,0,30.17,1,0,0,0,0
12,20,9,5,0,1,90.72,3,1,1,0,0
0,42,5,2,0,1,162.07,11,0,0,0,1
2,33,11,4,1,0,77.74,1,0,1,0,0
2,49,10,5,0,0,472.05,10,0,0,0,0
1,29,6,2,0,1,66.74,1,0,0,0,0
1,29,12,4,0,1,47.63,3,1,1,0,0
0,30,11,2,1,1,74.13,11,0,0,0,0
6,27,8,5,1,1,73.7,4,0,1,1,0
4,44,10,4,0,1,256.42,7,1,1,0,0
0,19,5,2,0,1,17.04,4,1,1,0,0
3,22,7,1,0,0,42.37,2,0,1,0,0
6,48,6,3,0,0,750.12,2,0,0,0,1
3,35,9,2,0,0,164.74,0,1,0,0,0
2,18,6,5,0,0,31.83,5,1,0,0,0
0,22,9,4,0,1,31.85,4,0,0,1,0
0,42,9,3,1,0,144.94,4,1,0,0,0
0,45,12,4,1,1,67.63,3,0,1,0,0
9,21,12,3,0,1,52.62,3,1,0,0,0
6,23,11,2,0,1,15.34,2,0,1,0,0
2,19,5,1,0,0,42.55,2,1,0,0,0
12,18,9,5,0,1,74.5,4,1,1,0,0
9,27,1,5,0,0,178.75,5,1,0,0,0
0,31,7,5,0,1,61.39,7,0,0,0,0
8,19,8,1,1,1,62.79,9,1,0,0,0
11,29,9,3,0,0,224.97,7,1,1,0,0
0,28,5,4,0,1,47.12,3,1,0,0,0
10,17,5,3,0,0,67.02,5,1,1,0,0
0,23,1,5,1,1,21.57,2,1,0,0,0
7,22,9,2,0,1,70.35,1,1,0,0,1
11,32,2,1,0,0,299.8,7,1,1,0,1
7,27,5,5,1,0,112.16,12,1,1,0,0
4,21,5,1,1,0,47.42,4,0,0,1,0
5,18,10,5,1,1,13.83,9,1,0,0,0
3,41,8,3,0,1,69.92,10,0,0,0,0
6,45,4,5,0,0,570.78,3,0,0,0,0
6,28,3,3,1,1,16.82,2,0,0,0,0
6,51,7,3,0,0,937.93,0,1,0,0,0
1,36,12,3,0,1,24.39,1,1,1,0,0
6,45,1,2,0,0,570.78,0,1,0,0,0
6,32,10,4,0,1,119.08,0,1,1,0,0
2,39,3,5,0,0,203.91,7,1,0,0,0
13,23,8,5,0,0,243.59,1,1,0,1,0
7,20,10,3,1,1,57.51,3,0,0,0,0
2,47,1,4,1,1,246.18,8,1,0,0,0
4,25,5,1,0,1,23.47,2,0,0,1,0
0,36,9,5,0,1,77,0,1,1,0,0
6,20,3,4,0,0,64.4,4,1,0,0,0
0,22,5,3,0,1,16.94,3,1,0,0,0
0,26,2,4,1,1,22.91,10,0,1,0,0
12,20,8,3,0,0,140.95,5,1,0,0,0
0,20,6,4,1,1,13.35,1,0,1,0,0
0,45,12,1,1,1,145.7,3,1,0,0,0
5,18,7,5,1,1,33.51,10,1,0,0,0
2,19,8,2,0,1,31.5,4,0,0,1,0
0,20,2,5,0,1,26.57,4,0,0,1,0
5,24,11,5,0,1,64.87,1,1,0,0,1
8,29,6,5,0,0,187.28,1,0,0,0,0
4,22,3,5,1,0,51.6,2,1,0,0,0
1,18,1,2,1,0,66.79,10,0,0,0,0
4,26,5,2,1,0,73.88,4,1,0,0,0
12,40,7,5,0,1,532.05,1,0,1,0,1
7,26,10,3,1,0,127.13,10,1,0,1,0
0,30,1,1,0,0,71.98,9,1,0,0,0
7,27,12,5,0,0,137.67,6,1,0,0,0
3,36,5,2,1,1,13.05,5,0,0,0,0
3,28,12,3,0,0,89.25,7,1,0,0,0
6,29,10,5,1,0,13.32,2,1,1,0,1
4,18,4,4,1,0,11.38,7,1,0,0,0
5,23,8,5,0,0,74.14,1,0,0,0,0
0,22,5,1,0,1,31.85,1,1,0,1,0
0,45,7,1,0,0,301.51,1,0,0,1,0
6,19,6,5,1,1,66.52,1,0,1,0,0
3,18,3,1,0,1,26.6,5,1,1,1,0
7,36,8,1,1,0,81.18,3,1,1,1,0
6,38,8,3,0,1,79.55,6,1,0,0,0
0,40,6,1,0,0,76.88,7,1,0,0,0
2,40,12,5,1,1,136.66,1,0,0,0,0
1,39,7,5,0,1,78.3,5,1,0,0,0
9,27,9,5,0,1,113.37,1,0,1,0,0
6,21,8,5,0,0,81.53,2,1,0,1,0
6,27,2,4,1,0,93.78,5,0,1,0,0
1,39,2,4,1,1,65.28,5,0,0,0,0
13,24,10,2,0,0,230.5,4,0,0,0,0
3,26,1,3,1,1,48.26,5,1,0,0,0
4,24,3,5,1,1,48.26,6,0,0,0,0
6,21,12,4,0,0,72.2,2,0,0,0,1
6,42,3,3,0,0,454.11,11,0,0,0,1
4,21,4,3,0,0,54.31,6,0,0,0,0
1,30,9,5,1,1,48.09,4,0,0,0,0
3,18,10,1,1,0,29.99,6,1,0,0,0
1,48,4,1,1,0,286.32,7,1,0,0,0
1,40,7,4,0,0,194.88,14,1,0,0,0
1,32,3,5,0,0,32.75,4,0,1,1,0
10,21,1,3,1,1,107.71,10,1,0,0,0
2,22,5,1,0,1,35.77,1,0,0,0,0
11,17,1,4,0,0,94.05,0,1,0,0,0
2,24,3,4,1,1,33.74,2,1,0,0,0
0,28,2,1,1,1,4.13,3,1,0,0,0
8,21,6,3,0,0,91.56,2,0,0,0,0
0,19,5,1,1,1,91.13,5,1,1,0,0
4,32,5,4,1,0,88.25,1,1,0,0,0
6,29,8,3,1,1,110.28,5,1,0,0,1
6,17,3,5,1,0,38.01,4,1,1,0,0
3,25,8,1,0,1,50.11,1,1,1,1,0
0,27,10,5,1,1,93.26,12,1,1,0,0
0,33,11,3,1,1,25.44,4,1,0,0,0
10,33,8,1,0,0,19.6,1,1,1,0,0
6,28,11,4,0,1,85.74,0,0,1,0,1
4,26,7,1,0,0,85.13,5,0,0,0,0
4,21,9,4,1,1,6.19,4,0,0,0,0
2,23,4,4,1,1,57.38,6,0,0,0,0
2,34,1,5,1,1,73.22,4,0,0,1,0
0,27,5,1,1,1,30.84,13,0,0,0,0
9,19,6,3,1,1,29.82,0,1,1,0,0
0,35,10,5,1,0,79.64,10,1,0,0,0
5,22,12,4,0,1,54.18,3,1,0,0,1
2,22,10,1,0,0,45.79,2,0,0,0,0
4,35,12,4,1,1,59.95,2,1,0,0,0
0,24,12,2,1,1,3.9,2,1,1,1,0
2,28,4,2,0,1,83.61,5,1,1,1,0
3,20,4,2,0,0,50.33,4,0,0,1,0
0,34,3,1,0,0,82.91,6,0,1,0,0
13,19,7,4,0,0,150.13,7,1,0,0,1
6,54,6,1,0,1,957.85,0,1,0,0,1
2,53,1,1,1,1,405.56,12,0,0,1,0
0,29,2,3,1,1,37.7,8,1,0,0,1
0,17,3,2,1,1,12.5,8,0,0,0,0
1,17,5,2,1,0,19.14,1,1,0,0,0
5,36,5,3,1,0,217.47,8,1,0,0,1
4,26,9,2,1,0,60.35,6,0,1,1,0
5,30,9,5,0,0,138.25,4,1,0,0,0
4,30,4,5,0,0,71.78,3,0,0,1,0
6,55,5,1,0,1,1038.55,6,1,0,0,1
1,48,8,5,0,0,309.7,12,1,1,0,0
4,34,7,3,1,1,86.5,8,1,0,0,0
4,36,1,4,0,1,159.86,5,0,0,0,0
11,33,2,5,0,0,454.95,10,0,0,1,0
2,45,9,4,0,1,83.89,7,0,1,0,0
5,30,8,5,0,0,141.55,1,1,0,0,1
6,19,4,5,1,1,44.95,12,0,0,0,1
8,33,6,4,1,1,218.79,10,1,0,0,0
0,28,3,3,1,1,57.96,7,1,1,0,0
0,20,7,4,1,1,13.35,1,1,1,0,0
0,45,12,3,1,0,11.61,10,0,0,0,0
8,36,12,4,1,0,365.47,8,0,0,1,0
2,17,9,5,1,0,93.27,7,0,1,0,0
8,42,10,2,0,1,449.82,13,0,0,0,0
0,38,10,4,0,1,112.62,6,1,0,0,0
4,38,11,1,1,0,83.15,6,0,0,0,0
3,39,2,5,0,0,188.66,1,0,1,0,0
4,43,10,1,0,0,301.79,0,0,1,0,0
0,39,6,3,1,1,71.25,9,0,1,0,0
16,20,12,5,0,1,77.56,4,0,0,0,1
12,20,10,4,1,0,91.5,10,1,0,0,0
0,33,11,5,0,1,59.37,6,0,1,0,0
0,60,5,4,1,1,33.79,7,1,0,0,0
2,20,6,4,0,0,31.76,10,0,1,0,1
7,27,12,2,1,1,87.61,9,0,1,0,0
4,36,12,2,1,0,177.61,9,0,0,0,0
10,20,12,5,0,1,86.83,2,1,0,0,1
6,17,5,1,0,0,50.13,4,1,0,0,1
1,58,4,2,0,1,671.94,11,0,0,0,0
10,17,8,3,1,0,95.74,5,0,0,0,0
5,32,3,3,0,1,104.5,9,0,1,0,0
5,20,9,5,0,1,51.04,5,1,0,1,0
0,31,9,1,1,1,30.88,11,1,0,1,0
6,18,12,1,1,1,65.74,7,1,0,0,0
4,26,3,3,1,1,47.98,3,0,1,0,1
9,38,4,1,0,0,86.4,1,1,0,0,0
0,36,6,5,1,1,67.83,1,0,0,0,0
2,38,8,1,1,0,5.88,7,1,0,0,0
6,21,3,3,0,0,58.63,5,0,1,0,1
6,17,7,5,1,0,27.8,0,1,0,0,0
4,35,7,5,1,1,128.02,9,1,0,1,0
2,21,4,3,0,1,30.68,12,0,1,1,0
12,25,1,4,1,1,220.83,0,1,0,0,0
4,20,8,5,1,0,2.11,4,0,1,0,0
8,18,7,5,0,0,69.68,6,0,0,0,0
0,20,8,5,1,1,16.83,5,1,0,0,1
0,20,7,3,0,0,34.02,6,1,0,1,0
2,29,1,1,1,1,43.02,7,1,1,1,0
0,46,11,3,0,1,221.45,7,0,0,0,0
9,30,9,1,0,0,18.78,9,1,0,0,0
1,32,5,5,1,1,10.21,10,0,0,1,0
9,33,6,1,0,0,303.07,8,1,0,0,0
0,24,12,3,1,1,23.59,9,1,0,0,0
7,22,12,1,0,0,87.96,4,1,0,0,0
15,24,12,3,0,0,299.27,6,1,0,0,0
6,23,7,5,0,0,86.5,7,0,0,0,1
6,37,1,4,0,0,240.77,4,1,1,0,1
5,22,8,3,0,0,69.37,3,1,0,0,1
6,21,8,2,0,1,44.73,1,1,1,0,0
0,32,12,1,1,1,82.08,4,1,1,0,0
8,18,7,3,0,1,21.75,10,1,0,1,0
6,34,5,1,0,1,47.36,5,1,0,0,0
0,31,1,3,1,1,43.91,2,1,0,0,0
0,38,2,2,0,1,112.62,4,0,0,0,0
1,51,7,3,1,1,288.05,11,0,0,1,0
8,20,8,5,1,0,88.05,2,1,0,0,0
0,36,6,1,0,0,121.4,4,1,0,0,0
5,25,4,2,1,0,81.29,8,1,0,1,0
6,27,1,2,0,1,76.63,5,0,1,0,0
9,19,10,3,0,1,69.57,9,0,0,0,1
0,52,6,2,0,1,363.27,9,0,0,0,0
9,42,4,3,1,0,742.49,4,1,0,0,1
4,40,6,4,1,1,195.45,3,1,0,0,0
0,44,3,2,1,0,172.56,4,0,0,1,0
3,54,10,4,0,0,657.31,3,1,1,0,0
4,18,4,5,1,0,35.87,1,0,0,0,0
1,28,9,1,0,0,76.4,4,0,0,0,0
0,36,2,2,0,1,109.64,2,1,0,1,0
7,29,7,5,0,1,128.39,0,1,0,0,0
1,20,3,3,1,1,16.34,13,0,1,0,1
12,29,6,3,0,1,246.61,6,0,0,0,0
0,24,3,3,1,1,63.07,6,0,0,0,0
6,29,10,1,0,0,147.68,3,1,0,0,1
8,46,9,3,0,1,629.3,2,0,0,0,0
10,18,1,5,0,1,70.66,0,0,0,0,0
6,23,9,5,1,0,90.71,6,0,0,0,0
9,20,1,5,1,0,57.26,8,1,1,0,0
4,40,11,4,0,1,182.86,5,1,1,0,0
12,36,9,2,0,0,581.56,3,0,0,0,0
10,33,12,2,0,0,353.58,7,0,0,0,1
0,25,11,2,0,1,40.17,2,0,1,0,0
4,49,1,5,1,0,431.88,0,1,1,0,0
0,23,4,3,1,1,67.83,6,0,0,0,1
0,38,10,2,0,1,112.62,8,1,0,0,0
6,19,6,1,1,1,44.17,11,1,0,1,0
4,19,7,2,1,1,30.7,7,0,0,0,0
4,33,3,4,0,0,43.13,0,0,0,0,1
12,31,8,5,0,0,376.45,1,0,0,0,0
8,17,4,5,0,1,49.66,4,0,0,0,0
10,17,5,1,0,0,67.02,4,1,1,0,0
5,29,7,4,0,1,98.88,1,0,0,0,0
0,39,12,5,1,1,88.27,1,1,0,1,0
0,56,8,2,1,0,373.47,8,1,1,0,0
0,22,12,3,0,1,27.55,7,1,0,0,0
0,33,2,3,0,1,73.12,5,1,0,0,0
0,37,5,5,0,0,135.48,4,0,0,0,1
3,20,1,5,0,1,66.06,3,0,0,0,0
6,20,7,1,1,0,32.84,6,1,0,1,0
3,31,10,2,0,1,90.82,0,1,0,0,0
0,20,7,1,1,1,16.44,4,1,0,0,0
4,22,7,5,1,1,40.31,1,0,0,0,0
5,43,2,2,0,0,8.45,3,1,0,0,0
0,26,12,4,0,1,45.61,7,0,0,1,0
6,27,5,4,0,1,76.63,1,1,1,0,0
0,39,6,2,1,1,32.69,3,1,0,0,0
2,33,2,2,1,0,77.74,7,0,1,0,0
3,25,1,4,0,0,64.15,11,0,1,1,0
2,25,1,3,1,1,4.79,9,1,0,1,0
4,44,7,3,0,1,315.8,4,1,0,0,0
2,33,8,3,1,0,95.74,2,1,0,0,0
8,32,8,3,0,1,9.3,3,1,0,0,0
4,19,3,1,0,1,28.72,2,1,1,0,0
2,29,6,3,0,0,87.61,11,1,0,0,1
0,46,12,1,0,1,49.52,5,0,1,0,0
10,22,12,4,0,0,108.19,4,1,1,0,1
4,43,1,1,0,0,51.71,0,0,0,1,0
2,34,9,4,0,0,14.62,5,1,0,0,0
0,43,8,5,0,0,183.3,0,1,1,0,1
0,28,7,1,0,0,69.75,3,1,0,1,0
6,28,1,3,0,0,152.65,5,1,0,1,0
0,32,6,1,0,1,67,4,0,0,0,0
3,46,2,3,1,0,56.61,2,0,1,1,0
2,23,6,2,0,0,50.12,4,1,0,0,0
6,20,3,3,1,1,48.09,7,0,0,0,0
3,39,2,5,1,0,50.73,1,1,0,0,0
8,21,12,2,1,1,75.31,3,0,0,0,0
7,23,9,4,1,0,96.58,0,0,0,0,0
1,48,1,4,0,0,440.98,7,0,0,1,0
3,23,6,2,0,0,46.37,3,1,1,0,0
0,53,4,2,1,1,9.68,4,0,0,0,0
0,29,7,3,1,0,38.27,12,0,1,0,0
8,17,1,3,0,1,41.29,0,0,1,0,1
0,37,12,3,0,1,97.03,3,1,1,1,0
2,42,1,4,0,1,237.62,4,1,0,1,0
0,18,8,5,1,1,13.7,7,1,0,0,0
3,25,9,4,1,1,44.14,10,0,0,0,0
4,31,1,4,1,1,72.92,6,0,1,0,0
7,32,7,1,0,0,200.82,7,1,1,1,0
12,22,9,1,1,1,168.63,6,1,0,0,0
0,18,5,3,1,1,13.7,9,1,0,0,0
0,32,11,5,1,1,47.92,7,0,0,0,0
1,23,1,1,1,0,33.02,3,0,0,0,0
6,20,2,1,1,0,51.18,12,1,1,0,1
12,17,6,1,1,0,136.93,10,1,0,0,0
0,28,9,5,1,1,34.51,1,0,0,0,1
4,28,5,1,0,0,101.69,4,0,0,0,0
4,27,10,5,0,1,59.02,7,1,1,0,0
4,19,10,1,0,0,45.29,1,0,0,0,0
0,41,6,4,0,0,45.66,0,1,0,0,0
4,58,11,2,1,0,71,7,1,1,0,0
0,30,1,5,1,0,51.79,12,1,0,1,0
0,52,7,2,0,0,377.6,5,1,1,0,0
0,34,2,5,0,1,79.76,2,1,0,0,0
1,21,4,2,0,1,49.36,5,1,0,0,0
5,31,7,4,1,0,137.49,1,0,0,0,0
3,21,12,3,1,0,39.41,7,1,0,0,0
0,36,11,2,1,0,88.9,12,1,0,0,1
3,19,12,1,0,1,31.79,5,1,0,0,1
0,17,9,1,0,0,22.37,3,1,0,0,0
16,34,6,3,1,1,810.79,0,0,1,0,0
0,32,11,4,0,0,69.65,9,1,1,0,0
0,30,4,3,0,0,71.98,6,0,0,0,0
1,57,3,1,0,0,918.05,2,0,0,1,0
12,20,6,5,0,0,114.45,7,1,1,0,0
6,18,8,4,0,0,53.66,1,1,0,0,0
0,21,2,3,0,1,25.17,1,1,0,0,0
0,21,8,1,1,0,18.71,2,1,1,0,0
0,37,12,2,1,0,94.64,0,1,0,0,0
5,36,5,1,0,1,186.51,2,0,0,0,1
12,18,10,4,0,0,117.45,12,1,0,0,0
0,21,4,3,1,1,14.97,12,1,1,0,1
6,32,9,4,1,0,179.47,5,0,0,0,0
12,36,7,3,0,0,581.56,7,1,0,0,0
12,48,7,5,1,0,2097.71,12,0,0,0,1
10,23,5,1,1,1,132.12,1,0,0,0,1
7,33,1,4,1,0,91.96,4,1,0,0,0
1,21,12,5,1,1,12.39,1,1,1,0,0
4,20,8,1,1,0,43.05,2,0,0,0,0
3,26,7,1,0,1,21.08,0,0,0,0,0
6,40,12,4,1,1,41.18,1,1,0,0,1
7,17,12,1,0,0,55.79,8,1,0,0,0
7,24,2,3,0,0,121.76,13,0,0,1,0
4,26,7,3,1,1,46.86,14,1,1,0,0
8,40,12,3,1,0,92.14,5,0,1,0,0
4,41,10,5,0,0,254.86,4,0,1,0,0
2,27,11,5,1,1,44.11,10,0,0,0,0
5,22,12,3,1,0,50.1,6,0,1,0,0
16,23,12,4,0,0,292.61,6,0,1,1,0
3,20,7,2,0,0,35.35,10,1,1,0,0
0,28,9,4,0,0,60.33,3,0,0,0,0
4,22,4,3,0,0,59.46,1,1,0,0,0
0,30,9,1,0,1,52.78,9,1,1,1,0
1,22,2,3,1,0,30.17,4,0,0,0,0
1,51,8,1,1,1,72,0,0,1,0,0
0,45,4,2,1,1,30.53,2,0,1,0,0
3,35,11,1,1,1,69.84,7,1,1,1,0
4,20,2,1,0,1,31.46,0,0,1,0,0
4,39,11,4,0,1,211.75,10,0,0,0,1
9,23,6,1,1,0,141.43,2,1,0,0,1
